tempo,classe,propriedade,triplas
0.07001042366027832,Acórdão,data final,0
0.2179851531982422,Agente,name,100
0.1346120834350586,Agente,nome,100
0.672858476638794,Agente,tem solicitação,0
0.3040916919708252,Agente,tem tipo de contribuição,100
0.41198205947875977,Agente,cnpj cpf,100
0.06897640228271484,Agente,cpf ou cnpj,0
0.11062288284301758,Agente,identificador de uma pessoa,100
0.11390519142150879,Agente,É um estrangeiro?,100
0.07027626037597656,Agente,número de contato,0
0.05896449089050293,Agente,contact number,0
0.06710004806518555,Agente,número de fax,0
0.06180119514465332,Agente,phone number,0
0.06306076049804688,Agente,número de telefone,0
0.05846238136291504,Agente,telefone1,0
0.0593719482421875,Agente,telefone2,0
0.11020636558532715,Agente,e-mail,100
0.15745210647583008,Arma,código da arma,100
0.12839508056640625,Arma,descrição completa,100
0.12247991561889648,Arma,número do cano,100
0.12231945991516113,Arma,número de série,100
0.12996768951416016,Arma,tipo de arma,100
0.06746888160705566,Arquivo,tem status envio,0
0.07746458053588867,Arquivo,categoria,100
0.0751791000366211,Arquivo,data do arquivo,100
0.08109569549560547,Arquivo,data de desmembramento,100
0.06731104850769043,Arquivo,data de geração do arquivo,0
0.0785069465637207,Arquivo,data de processamento,100
0.07591700553894043,Arquivo,data de recepção,100
0.07583999633789062,Arquivo,hash,100
0.07728362083435059,Arquivo,inscrição,100
0.06384682655334473,Arquivo,nome arquivo,0
0.06640958786010742,Arquivo,protocolo,0
0.07761240005493164,Arquivo,protocolo dbe,100
0.07612180709838867,Arquivo,versão do arquivo,100
1.059645414352417,Ativa,tem razão de situação cadastral,2
0.12995600700378418,Ativa,data situação cadastral,100
0.11730289459228516,Ativa,data da situação cadastral,100
12.015899896621704,Ativa,idêntico / igual / mesmo que / sameAs,100
0.30402469635009766,Atividade Econômica,descrição da atividade econômica,100
0.5560610294342041,Atividade Econômica,mais geral,100
0.06867218017578125,Atividade Econômica,mais específico,0
0.6730008125305176,Atividade Econômica,CNAE,100
0.6599180698394775,Atividade Econômica,Classificação Nacional de Atividades Econômicas,100
0.6777245998382568,Atividade Econômica,CNAE Completo,100
0.5151638984680176,Atividade Econômica,CNAE Formatado,100
0.06658220291137695,Atividade Econômica,idêntico / igual / mesmo que / sameAs,0
0.5983762741088867,Bairro,tem cidade,100
0.10810351371765137,Bairro,bairro,100
0.06685924530029297,Bairro,e parte de,0
0.06672835350036621,Bairro,tem parte,0
0.06363511085510254,Bairro,latitude,0
0.0676734447479248,Bairro,longitude,0
0.06721830368041992,Bairro,idêntico / igual / mesmo que / sameAs,0
0.14383411407470703,Baixa de Ofício,tem razão de situação cadastral,0
0.11627793312072754,Baixa de Ofício,data situação cadastral,100
0.10234928131103516,Baixa de Ofício,data da situação cadastral,100
7.3473968505859375,Baixa de Ofício,idêntico / igual / mesmo que / sameAs,0
0.15375018119812012,Baixada,tem razão de situação cadastral,100
0.130720853805542,Baixada,data situação cadastral,100
0.07080554962158203,Baixada,data da situação cadastral,100
0.09103083610534668,Baixada,idêntico / igual / mesmo que / sameAs,2
0.7228565216064453,CEP do Logradouro,complemento,100
0.516930341720581,CEP do Logradouro,complemento do endereço,100
1.355743169784546,CEP do Logradouro,latitude,100
1.3540432453155518,CEP do Logradouro,longitude,100
0.06633734703063965,CEP do Logradouro,latitude,0
0.06762886047363281,CEP do Logradouro,longitude,0
0.06595873832702637,CEP do Logradouro,idêntico / igual / mesmo que / sameAs,0
0.13664555549621582,Cancelada,tem razão de situação cadastral,0
0.08756065368652344,Cancelada,data situação cadastral,100
0.0734553337097168,Cancelada,data da situação cadastral,100
0.08534955978393555,Cancelada,idêntico / igual / mesmo que / sameAs,0
0.1000065803527832,Caso da consistência,grau de consistência,17
1.1589810848236084,Cidade | Município,tem estado | tem unidade federativa,100
1.1285147666931152,Cidade | Município,cep,100
1.2504603862762451,Cidade | Município,cidade,100
1.2395834922790527,Cidade | Município,cidade,100
1.1456401348114014,Cidade | Município,código da cidade,100
1.1367645263671875,Cidade | Município,código do município,100
0.7872304916381836,Cidade | Município,código ibge,100
0.0693976879119873,Cidade | Município,e parte de,0
0.06784558296203613,Cidade | Município,latitude,0
0.06931924819946289,Cidade | Município,longitude,0
0.07677698135375977,Cidade | Município,idêntico / igual / mesmo que / sameAs,0
0.1467447280883789,Classe CNAE,CNAE,100
0.1341714859008789,Classe CNAE,Classificação Nacional de Atividades Econômicas,100
0.10929441452026367,Classe CNAE,descrição da atividade econômica,100
0.07012486457824707,Classe CNAE,idêntico / igual / mesmo que / sameAs,0
0.2138080596923828,Combustível,tem uf de consumo,100
0.1693575382232666,Combustível,código de autorização,100
0.24893665313720703,Combustível,código do combustível,100
0.17536592483520508,Combustível,código do produto anp,100
7.193748235702515,Combustível,descrição anp,100
7.745482921600342,Combustível,percentual de gás importado,100
8.440831422805786,Combustível,percentual de gás natural,100
9.60136365890503,Combustível,percentual de glp,100
0.16065311431884766,Combustível,quantidade de combustível faturada,100
8.384148597717285,Combustível,valor de partida,100
0.17241406440734863,Compra Pública,tem ente público,100
0.07799267768859863,Compra Pública,tem fornecedor,100
0.06170058250427246,Compra Pública,tem item,0
0.1016855239868164,Compra Pública,contrato,100
0.07600021362304688,Compra Pública,nota de empenho,100
0.07187318801879883,Compra Pública,número de pedido,100
0.06449532508850098,Compra Pública,idêntico / igual / mesmo que / sameAs,0
0.06198263168334961,Consumidor,tem endereço,0
0.10446596145629883,Consumidor,CNPJ,100
0.0680992603302002,Consumidor,cnpj,100
0.0706639289855957,Consumidor,CPF,100
0.14123845100402832,Consumidor,inscrição estadual,100
0.065216064453125,Contador,classificação crc,0
0.89739990234375,Contador,CPF,100
0.06594061851501465,Contador,crc data de registro,0
0.11826229095458984,Contador,é contador,100
0.06919646263122559,Contador,código da qualificação,0
0.06605291366577148,Contribuinte,tem fonte cadastro,0
0.0619664192199707,Contribuinte,tem nacionalidade,0
0.06327104568481445,Contribuinte,tem usuário,0
0.06131911277770996,Contribuinte,código tipo de contribuinte,0
0.06551671028137207,Contribuinte,data inclusão do contribuinte,0
0.07471895217895508,Contribuinte,inscrição estadual,0
0.14632105827331543,Contribuinte Geral,tem tipo de regime tributário,100
0.5790939331054688,Contribuinte ICMS,cnpj cpf,100
0.27591633796691895,Contribuinte ICMS,inscrição estadual,100
0.4222550392150879,Contribuinte ICMS,fonte,100
