tempo,classe,propriedade,triplas
0.06707882881164551,Acórdão,data final,0
0.21049737930297852,Agente,name,100
0.14303159713745117,Agente,nome,100
0.6429851055145264,Agente,tem solicitação,0
0.31336355209350586,Agente,tem tipo de contribuição,100
0.40820884704589844,Agente,cnpj cpf,100
0.06901931762695312,Agente,cpf ou cnpj,0
0.10622215270996094,Agente,identificador de uma pessoa,100
0.12461256980895996,Agente,É um estrangeiro?,100
0.07868719100952148,Agente,número de contato,0
0.06688690185546875,Agente,contact number,0
0.06877803802490234,Agente,número de fax,0
0.0694575309753418,Agente,phone number,0
0.06865286827087402,Agente,número de telefone,0
0.0700531005859375,Agente,telefone1,0
0.06779837608337402,Agente,telefone2,0
0.11106991767883301,Agente,e-mail,100
0.1429157257080078,Arma,código da arma,100
0.15405654907226562,Arma,descrição completa,100
0.1409914493560791,Arma,número do cano,100
0.23862981796264648,Arma,número de série,100
0.36763596534729004,Arma,tipo de arma,100
0.06481766700744629,Arquivo,tem status envio,0
0.0747218132019043,Arquivo,categoria,100
0.07094216346740723,Arquivo,data do arquivo,100
0.07632637023925781,Arquivo,data de desmembramento,100
0.07067537307739258,Arquivo,data de geração do arquivo,0
0.08252692222595215,Arquivo,data de processamento,100
0.07323503494262695,Arquivo,data de recepção,100
0.07810544967651367,Arquivo,hash,100
0.0761423110961914,Arquivo,inscrição,100
0.06642317771911621,Arquivo,nome arquivo,0
0.0677945613861084,Arquivo,protocolo,0
0.07644939422607422,Arquivo,protocolo dbe,100
0.07368230819702148,Arquivo,versão do arquivo,100
0.06442046165466309,Ativa,tem razão de situação cadastral,0
0.06844401359558105,Ativa,data situação cadastral,0
0.06406164169311523,Ativa,data da situação cadastral,0
0.06775498390197754,Ativa,idêntico / igual / mesmo que / sameAs,0
1.0275156497955322,Ativa,tem razão de situação cadastral,2
0.24953031539916992,Ativa,data situação cadastral,100
0.23313379287719727,Ativa,data da situação cadastral,100
0.0722503662109375,Ativa,idêntico / igual / mesmo que / sameAs,0
0.5596563816070557,Atividade Econômica,descrição da atividade econômica,100
0.49669671058654785,Atividade Econômica,mais geral,100
0.06659555435180664,Atividade Econômica,mais específico,0
0.8101155757904053,Atividade Econômica,CNAE,100
0.5579962730407715,Atividade Econômica,Classificação Nacional de Atividades Econômicas,100
0.7401280403137207,Atividade Econômica,CNAE Completo,100
0.6343867778778076,Atividade Econômica,CNAE Formatado,100
0.07403707504272461,Atividade Econômica,idêntico / igual / mesmo que / sameAs,0
0.6093173027038574,Bairro,tem cidade,100
0.10138535499572754,Bairro,bairro,100
0.06042814254760742,Bairro,e parte de,0
0.06870794296264648,Bairro,tem parte,0
0.06452679634094238,Bairro,latitude,0
0.0680239200592041,Bairro,longitude,0
0.06595039367675781,Bairro,idêntico / igual / mesmo que / sameAs,0
0.06516504287719727,Baixa de Ofício,tem razão de situação cadastral,0
0.0688633918762207,Baixa de Ofício,data situação cadastral,0
0.06687068939208984,Baixa de Ofício,data da situação cadastral,0
0.0682075023651123,Baixa de Ofício,idêntico / igual / mesmo que / sameAs,0
0.13671207427978516,Baixa de Ofício,tem razão de situação cadastral,0
0.2034285068511963,Baixa de Ofício,data situação cadastral,100
0.17651581764221191,Baixa de Ofício,data da situação cadastral,100
0.06892561912536621,Baixa de Ofício,idêntico / igual / mesmo que / sameAs,0
0.06417083740234375,Baixada,tem razão de situação cadastral,0
0.06328439712524414,Baixada,data situação cadastral,0
0.06657123565673828,Baixada,data da situação cadastral,0
0.06805753707885742,Baixada,idêntico / igual / mesmo que / sameAs,0
15.913835763931274,Baixada,tem razão de situação cadastral,100
0.50571608543396,Baixada,data situação cadastral,100
0.09792327880859375,Baixada,data da situação cadastral,100
0.07895421981811523,Baixada,idêntico / igual / mesmo que / sameAs,0
0.8505165576934814,CEP do Logradouro,complemento,100
0.5458357334136963,CEP do Logradouro,complemento do endereço,100
1.5672166347503662,CEP do Logradouro,latitude,100
1.6497924327850342,CEP do Logradouro,longitude,100
0.06896185874938965,CEP do Logradouro,latitude,0
0.07428669929504395,CEP do Logradouro,longitude,0
0.12473773956298828,CEP do Logradouro,idêntico / igual / mesmo que / sameAs,0
0.08053135871887207,Cancelada,tem razão de situação cadastral,0
0.07140254974365234,Cancelada,data situação cadastral,0
0.06920123100280762,Cancelada,data da situação cadastral,0
0.07375955581665039,Cancelada,idêntico / igual / mesmo que / sameAs,0
0.14115285873413086,Cancelada,tem razão de situação cadastral,0
0.12131762504577637,Cancelada,data situação cadastral,100
0.10071229934692383,Cancelada,data da situação cadastral,100
0.07664227485656738,Cancelada,idêntico / igual / mesmo que / sameAs,0
0.1218562126159668,Caso da consistência,grau de consistência,17
1.452531099319458,Cidade | Município,tem estado | tem unidade federativa,100
1.143815040588379,Cidade | Município,cep,100
1.4218084812164307,Cidade | Município,cidade,100
1.7731995582580566,Cidade | Município,cidade,100
1.4089899063110352,Cidade | Município,código da cidade,100
1.4415485858917236,Cidade | Município,código do município,100
0.7918870449066162,Cidade | Município,código ibge,100
0.07836556434631348,Cidade | Município,e parte de,0
0.07330060005187988,Cidade | Município,latitude,0
0.06976580619812012,Cidade | Município,longitude,0
0.08086729049682617,Cidade | Município,idêntico / igual / mesmo que / sameAs,0
0.14843130111694336,Classe CNAE,CNAE,100
0.11809635162353516,Classe CNAE,Classificação Nacional de Atividades Econômicas,100
0.12349224090576172,Classe CNAE,descrição da atividade econômica,100
0.07722878456115723,Classe CNAE,idêntico / igual / mesmo que / sameAs,0
0.28242993354797363,Combustível,tem uf de consumo,100
0.18025970458984375,Combustível,código de autorização,100
0.5731315612792969,Combustível,código do combustível,100
0.17741942405700684,Combustível,código do produto anp,100
15.83873462677002,Combustível,descrição anp,100
17.52883815765381,Combustível,percentual de gás importado,100
16.18901491165161,Combustível,percentual de gás natural,100
19.810796976089478,Combustível,percentual de glp,100
0.18352484703063965,Combustível,quantidade de combustível faturada,100
9.114909887313843,Combustível,valor de partida,100
0.12413501739501953,Compra Pública,tem ente público,100
0.08307766914367676,Compra Pública,tem fornecedor,100
1200.0238468647003,Compra Pública,tem item,-1
0.2693214416503906,Compra Pública,contrato,100
0.12129616737365723,Compra Pública,nota de empenho,100
0.11481618881225586,Compra Pública,número de pedido,100
0.07641005516052246,Compra Pública,idêntico / igual / mesmo que / sameAs,0
0.0686943531036377,Consumidor,tem endereço,0
0.11494016647338867,Consumidor,CNPJ,100
0.08027505874633789,Consumidor,cnpj,100
0.07779479026794434,Consumidor,CPF,100
0.14876103401184082,Consumidor,inscrição estadual,100
