tempo,classe,triplas
1.7245402336120605,Acórdão,100
3.402595043182373,Agente,100
0.8197762966156006,Arma,100
0.6060304641723633,Arquivo,100
1.3891077041625977,Ativa,100
1.1344451904296875,Atividade Econômica,100
0.6359162330627441,Bairro,100
0.724128007888794,Baixa de Ofício,100
2.9430174827575684,Baixada,100
2.8225364685058594,CEP do Logradouro,100
1.8645341396331787,Cancelada,100
0.5872037410736084,Caso da consistência,93
0.537355899810791,Caso da similaridade,100
0.8569464683532715,Cidade | Município,100
0.5996136665344238,Classe CNAE,100
0.5967929363250732,Combustível,100
0.576014518737793,Compra Pública,100
0.6582491397857666,Conceito,100
1.8035991191864014,Consumidor,100
2.774146795272827,Contador,100
6.611040830612183,Contribuinte,100
3.821199893951416,Contribuinte  Contribuinte SIMEI,100
6.984123229980469,Contribuinte  Isento,100
0.5605363845825195,Contribuinte Extra Cadastro,6
6.500336408615112,Contribuinte Geral,100
1.4210631847381592,Contribuinte ICMS,100
2.2975823879241943,Contribuinte IPVA,100
250.29629349708557,Contribuinte Normal,100
3.686225175857544,Contribuinte Substituto Tributário,100
4.3319337368011475,Contribuinte do Simples Nacional,100
3.712434768676758,Divisão CNAE,100
3.830021619796753,Documento,100
0.6168320178985596,Documento Suplementar,100
2.2520499229431152,Emancipado,100
1.4648230075836182,Empresa Holding,100
9.338424921035767,Empresa | Organização | Pessoa Jurídica,100
1.2377727031707764,Empresa | Organização | Pessoa Jurídica REDESIM,100
1.1620311737060547,Empresa | Organização | Pessoa Jurídica RFB,100
1.421055793762207,Empresa | Organização | Pessoa Jurídica SEFAZ,100
2.9237446784973145,Endereço,100
1.0448555946350098,Endereço C115,100
0.579451322555542,Endereço C115 Comunicação,0
0.5454909801483154,Endereço C115 Energia,0
1.169574499130249,Endereço C115 Telecomunicação,0
0.806394100189209,Endereço Cadastro da SEFAZ,100
0.5798838138580322,Endereço NFE,0
2.872741222381592,Endereço REDESIM,100
0.6657440662384033,Endereço RFB,100
0.6554954051971436,Ente Público,100
2.4412167072296143,Entidade Integrada,39
1.5922935009002686,Estabelecimento,100
2.291348457336426,Estabelecimento REDESIM,100
0.7273998260498047,Estabelecimento RFB,100
2.559248447418213,Estabelecimento SEFAZ,100
0.5752356052398682,Evento Desabilitado,100
0.6050293445587158,Excluso / Removido do SIMPLES,100
3.658635377883911,Fornecedor,100
0.6042616367340088,Fornecedor Inabilitado,100
0.6253640651702881,Fornecedor Inidôneo,100
3.2657833099365234,Fornecedor Pessoa Física,100
3.1631405353546143,Fornecedor Pessoa Jurídica,100
4.123935699462891,Fornecedor Restrito,100
0.8117411136627197,Grupo,100
2.034714460372925,Grupo CNAE,100
1.7224664688110352,Imposto,14
2.0336310863494873,Inadimplente,100
0.652940034866333,Inadimplência,100
2.6925694942474365,Inapta,100
2.064040184020996,Infração,41
144.89050197601318,Item,100
1.3013091087341309,Localização | Local,100
1.8615038394927979,Logradouro,100
3.7305831909179688,Medicamento,100
1.0596437454223633,Nacionalidade,100
0.7206692695617676,Natureza Legal | Natureza Jurídica,100
0.5838227272033691,Nula,100
6.411830186843872,Não Contribuinte,100
0.562352180480957,Não optante pelo SIMPLES,100
2.7731077671051025,Obrigação,100
1.3754513263702393,Obrigação Legal,100
1.7291386127471924,Optante pelo SIMPLES,100
0.6016154289245605,Opção pelo regime SIMPLES,100
21.714472770690918,Papel,100
0.5754196643829346,País,100
0.9654388427734375,Periodicidade,10
425.9362795352936,Pessoa Física,100
4.677404165267944,Pessoa Física Cadastro SEFAZ,100
4.986932992935181,Pessoa Física REDESIM,100
2.1171398162841797,Pessoa Física RFB,100
1.3308043479919434,Porte da Empresa | Porte Empresarial | Porte,12
0.6253395080566406,Processo,100
4.212636947631836,Produto,100
1.793205976486206,Protocolo,100
0.5912296772003174,Provedor,100
0.7332372665405273,Qualificação do Sócio ou Representante,100
0.8185064792633057,Razão | Motivo de Situação Cadastral,100
4.191119909286499,Realização de Atividade Econômica,100
227.14686131477356,Registro Desabilitado,100
6.075826644897461,Representante Legal,100
2.897667169570923,Representante Legal Físico,100
3.071228504180908,Representante Legal Jurídico,100
1.5792181491851807,Sancionado,100
3.4374566078186035,Sanção,100
3.1170763969421387,Seção CNAE,100
6.565315008163452,Situação Cadastral,100
0.9828968048095703,Situação Cadastral Cadastro da SEFAZ,100
5.497576475143433,Situação Cadastral REDESIM,100
1.6614830493927002,Situação Cadastral RFB,100
1.5175058841705322,Situação Fiscal,100
2.099487066268921,Situação especial,0
5.552490234375,Sociedade,100
67.99925804138184,Sociedade Cadastro SEFAZ,100
6.125962972640991,Sociedade REDESIM,100
2.9692983627319336,Sociedade RFB,100
5.10826849937439,Sociedade com Pessoa Física,100
2.385077953338623,Sociedade com Pessoa Jurídica,100
1.1735923290252686,Solicitação,100
2.6813549995422363,Status da consistência,100
0.9767038822174072,Status de Envio,12
7.861096382141113,Status de similaridade,100
0.9054265022277832,Subclasse CNAE,100
0.634756326675415,Suspensa,100
2.5322725772857666,Suspensa de Ofício,100
383.21590185165405,Sócio,100
20.196570873260498,Sócio Cadastro SEFAZ,100
2.8632290363311768,Sócio REDESIM,100
1.3394787311553955,Sócio RFB,100
0.9805998802185059,Tipo Ato,9
1.1973083019256592,Tipo de Contribuição,16
0.884960412979126,Tipo de Propriedade,33
1.600782871246338,Tipo de Regime Tributário,24
1.6209511756896973,Tipo do Estabelecimento,36
0.5411834716796875,Unidade Consumo,100
0.591684103012085,Unidade Consumo Comunicação,100
0.5996458530426025,Unidade Consumo Elétrica,100
2.8393146991729736,Unidade Consumo Telecomunicação,100
0.585991382598877,Unidade Federativa | Estado,100
0.7045838832855225,Unidade Fiscal,32
3.252450466156006,Usuário,100
1.6792771816253662,Órgão,100
3.5884556770324707,Evento,100
