tempo,classe,propriedade,triplas
0.06312012672424316,Acórdão,data final,0
0.20053410530090332,Agente,name,100
0.1339259147644043,Agente,nome,100
0.6360790729522705,Agente,tem solicitação,0
0.3249685764312744,Agente,tem tipo de contribuição,100
0.3689854145050049,Agente,cnpj cpf,100
0.06778454780578613,Agente,cpf ou cnpj,0
0.1148681640625,Agente,identificador de uma pessoa,100
0.11662125587463379,Agente,É um estrangeiro?,100
0.07206487655639648,Agente,número de contato,0
0.06549286842346191,Agente,contact number,0
0.06522727012634277,Agente,número de fax,0
0.06548142433166504,Agente,phone number,0
0.06303954124450684,Agente,número de telefone,0
0.06450867652893066,Agente,telefone1,0
0.06349372863769531,Agente,telefone2,0
0.10173249244689941,Agente,e-mail,100
0.2544853687286377,Arma,código da arma,100
0.24442815780639648,Arma,descrição completa,100
0.13378477096557617,Arma,número do cano,100
0.20538568496704102,Arma,número de série,100
0.20067143440246582,Arma,tipo de arma,100
0.0660555362701416,Arquivo,tem status envio,0
0.07653141021728516,Arquivo,categoria,100
0.07931780815124512,Arquivo,data do arquivo,100
0.08051896095275879,Arquivo,data de desmembramento,100
0.06676602363586426,Arquivo,data de geração do arquivo,0
0.0724790096282959,Arquivo,data de processamento,100
0.07255053520202637,Arquivo,data de recepção,100
0.07247543334960938,Arquivo,hash,100
0.08122491836547852,Arquivo,inscrição,100
0.06801986694335938,Arquivo,nome arquivo,0
0.06923580169677734,Arquivo,protocolo,0
0.07536005973815918,Arquivo,protocolo dbe,100
0.07729864120483398,Arquivo,versão do arquivo,100
1.1784114837646484,Ativa,tem razão de situação cadastral,2
0.17111444473266602,Ativa,data situação cadastral,100
0.5260915756225586,Ativa,data da situação cadastral,100
13.498693943023682,Ativa,idêntico / igual / mesmo que / sameAs,100
0.5697405338287354,Atividade Econômica,descrição da atividade econômica,100
0.5246565341949463,Atividade Econômica,mais geral,100
0.06661319732666016,Atividade Econômica,mais específico,0
0.811901330947876,Atividade Econômica,CNAE,100
0.9221866130828857,Atividade Econômica,Classificação Nacional de Atividades Econômicas,100
0.7441542148590088,Atividade Econômica,CNAE Completo,100
0.5811660289764404,Atividade Econômica,CNAE Formatado,100
0.09992742538452148,Atividade Econômica,idêntico / igual / mesmo que / sameAs,0
0.5896985530853271,Bairro,tem cidade,100
0.12512636184692383,Bairro,bairro,100
0.06391763687133789,Bairro,e parte de,0
0.06404757499694824,Bairro,tem parte,0
0.06576919555664062,Bairro,latitude,0
0.0723114013671875,Bairro,longitude,0
0.0653986930847168,Bairro,idêntico / igual / mesmo que / sameAs,0
0.2946808338165283,Baixa de Ofício,tem razão de situação cadastral,0
0.11790847778320312,Baixa de Ofício,data situação cadastral,100
0.11856675148010254,Baixa de Ofício,data da situação cadastral,100
10.929701566696167,Baixa de Ofício,idêntico / igual / mesmo que / sameAs,0
0.16356158256530762,Baixada,tem razão de situação cadastral,100
0.12727928161621094,Baixada,data situação cadastral,100
0.07085514068603516,Baixada,data da situação cadastral,100
0.0854482650756836,Baixada,idêntico / igual / mesmo que / sameAs,1
0.9872477054595947,CEP do Logradouro,complemento,100
0.5244216918945312,CEP do Logradouro,complemento do endereço,100
1.4064230918884277,CEP do Logradouro,latitude,100
1.3519117832183838,CEP do Logradouro,longitude,100
0.0695805549621582,CEP do Logradouro,latitude,0
0.06740260124206543,CEP do Logradouro,longitude,0
0.06584787368774414,CEP do Logradouro,idêntico / igual / mesmo que / sameAs,0
0.1392822265625,Cancelada,tem razão de situação cadastral,0
0.08991122245788574,Cancelada,data situação cadastral,100
0.07506752014160156,Cancelada,data da situação cadastral,100
0.08071327209472656,Cancelada,idêntico / igual / mesmo que / sameAs,0
0.11389803886413574,Caso da consistência,grau de consistência,17
1.1970126628875732,Cidade | Município,tem estado | tem unidade federativa,100
1.1274421215057373,Cidade | Município,cep,100
1.2687952518463135,Cidade | Município,cidade,100
1.2958967685699463,Cidade | Município,cidade,100
1.15492844581604,Cidade | Município,código da cidade,100
1.1464481353759766,Cidade | Município,código do município,100
0.792008638381958,Cidade | Município,código ibge,100
0.06541681289672852,Cidade | Município,e parte de,0
0.093658447265625,Cidade | Município,latitude,0
0.06728172302246094,Cidade | Município,longitude,0
