tempo,classe,triplas
0.17080903053283691,Acórdão,1
0.09700894355773926,Agente,1
2.717257499694824,Arma,1
0.3612337112426758,Arquivo,1
0.11234641075134277,Ativa,1
0.10119843482971191,Atividade Econômica,1
0.12122917175292969,Bairro,1
0.12456464767456055,Baixa de Ofício,1
0.11964797973632812,Baixada,1
0.35582733154296875,CEP do Logradouro,1
0.10194706916809082,Cancelada,1
0.11832332611083984,Caso da consistência,1
0.11645722389221191,Caso da similaridade,1
0.5179505348205566,Cidade | Município,1
0.08448553085327148,Classe CNAE,1
22.154557704925537,Combustível,1
0.7256579399108887,Compra Pública,1
1.3263764381408691,Consumidor,1
1.2578222751617432,Contador,2
0.27098870277404785,Contribuinte,1
0.3174557685852051,Contribuinte  Contribuinte SIMEI,1
0.3551025390625,Contribuinte  Isento,1
0.1329822540283203,Contribuinte Extra Cadastro,1
0.7339160442352295,Contribuinte Geral,1
0.14328408241271973,Contribuinte ICMS,1
0.937422513961792,Contribuinte IPVA,1
0.6827113628387451,Contribuinte Normal,1
1.2043166160583496,Contribuinte Substituto Tributário,1
0.9407749176025391,Contribuinte do Simples Nacional,1
0.14351749420166016,Divisão CNAE,1
0.3560366630554199,Documento,1
0.21701264381408691,Documento Suplementar,1
0.3279883861541748,Emancipado,1
1.4909629821777344,Empresa Holding,2
0.09414219856262207,Empresa | Organização | Pessoa Jurídica,1
0.36899685859680176,Empresa | Organização | Pessoa Jurídica REDESIM,1
0.12990450859069824,Empresa | Organização | Pessoa Jurídica RFB,1
0.23383569717407227,Empresa | Organização | Pessoa Jurídica SEFAZ,1
0.13273024559020996,Endereço,1
0.09017372131347656,Endereço C115,1
0.15981650352478027,Endereço Cadastro da SEFAZ,1
0.15666794776916504,Endereço NFE,1
0.2681879997253418,Endereço REDESIM,2
0.13460659980773926,Endereço RFB,1
0.12063860893249512,Ente Público,1
0.8338544368743896,Entidade Integrada,1
0.14371681213378906,Estabelecimento,1
0.24196577072143555,Estabelecimento REDESIM,1
0.12217354774475098,Estabelecimento RFB,1
0.13380765914916992,Estabelecimento SEFAZ,1
0.12101411819458008,Evento Desabilitado,1
0.13652610778808594,Fornecedor,1
0.13980317115783691,Fornecedor Inabilitado,1
0.12234258651733398,Fornecedor Inidôneo,1
0.09005141258239746,Fornecedor Pessoa Física,0
0.07942771911621094,Fornecedor Pessoa Jurídica,1
0.09314465522766113,Fornecedor Restrito,0
0.20095157623291016,Grupo,2
0.1426548957824707,Grupo CNAE,1
1.5829267501831055,Imposto,1
0.18088126182556152,Inadimplente,1
0.1357276439666748,Inadimplência,1
0.1324167251586914,Inapta,1
0.37328386306762695,Infração,1
0.13925719261169434,Localização | Local,1
0.12867307662963867,Logradouro,1
3.124166250228882,Medicamento,1
0.31116223335266113,Nacionalidade,1
0.14966249465942383,Natureza Legal | Natureza Jurídica,1
0.11780285835266113,Nula,1
1.709167242050171,Não Contribuinte,1
0.1595156192779541,Obrigação,1
0.4075014591217041,Obrigação Legal,1
0.37505125999450684,Opção pelo regime SIMPLES,1
0.08929562568664551,Papel,1
0.1315758228302002,País,1
0.18329834938049316,Periodicidade,1
0.08509349822998047,Pessoa Física,2
0.9241640567779541,Pessoa Física Cadastro SEFAZ,1
0.39623594284057617,Pessoa Física REDESIM,2
0.06513547897338867,Pessoa Física RFB,2
0.33399271965026855,Porte da Empresa | Porte Empresarial | Porte,1
0.1436922550201416,Processo,1
2.956961154937744,Produto,1
0.1765151023864746,Protocolo,1
0.12325668334960938,Provedor,1
0.16446232795715332,Qualificação do Sócio ou Representante,1
0.1507568359375,Razão | Motivo de Situação Cadastral,1
0.11016631126403809,Realização de Atividade Econômica,1
0.13123345375061035,Registro Desabilitado,1
0.3846709728240967,Representante Legal,2
0.47872471809387207,Representante Legal Físico,2
0.1988976001739502,Representante Legal Jurídico,2
0.09517550468444824,Sancionado,0
0.3624083995819092,Sanção,1
0.14380431175231934,Seção CNAE,1
0.09961986541748047,Situação Cadastral,1
0.12333011627197266,Situação Cadastral Cadastro da SEFAZ,1
0.10846996307373047,Situação Cadastral REDESIM,1
0.11947011947631836,Situação Cadastral RFB,1
0.2922515869140625,Situação Fiscal,1
0.11909246444702148,Situação especial,2
0.17954039573669434,Sociedade,1
0.09801888465881348,Sociedade Cadastro SEFAZ,1
0.46103572845458984,Sociedade REDESIM,1
0.11323165893554688,Sociedade RFB,1
0.15790987014770508,Sociedade com Pessoa Física,1
0.08882904052734375,Sociedade com Pessoa Jurídica,1
0.27524614334106445,Solicitação,1
0.32156825065612793,Status da consistência,1
0.20040082931518555,Status de Envio,1
0.18403029441833496,Status de similaridade,1
0.14453792572021484,Subclasse CNAE,2
0.11263561248779297,Suspensa,1
0.11832404136657715,Suspensa de Ofício,1
0.06425881385803223,Sócio,2
0.0695497989654541,Sócio Cadastro SEFAZ,1
0.11021757125854492,Sócio REDESIM,1
0.0863654613494873,Sócio RFB,1
0.1954028606414795,Tipo Ato,1
0.8541562557220459,Tipo de Contribuição,1
0.18783259391784668,Tipo de Propriedade,1
0.14613938331604004,Tipo de Regime Tributário,1
0.6834893226623535,Tipo do Estabelecimento,1
0.08055496215820312,Unidade Consumo,1
0.08171367645263672,Unidade Consumo Comunicação,1
0.12207579612731934,Unidade Consumo Elétrica,1
0.0805044174194336,Unidade Federativa | Estado,1
0.11010050773620605,Unidade Fiscal,1
0.9865484237670898,Usuário,1
0.08251023292541504,Órgão,1
0.30567216873168945,Evento,1
