tempo,classe,propriedade,triplas
0.07033801078796387,Acórdão,data final,0
0.16382145881652832,Agente,name,100
0.08612179756164551,Agente,nome,100
0.6828546524047852,Agente,tem solicitação,0
0.2909371852874756,Agente,tem tipo de contribuição,100
0.4855921268463135,Agente,cnpj cpf,100
0.07022261619567871,Agente,cpf ou cnpj,0
0.11635828018188477,Agente,identificador de uma pessoa,100
0.1236875057220459,Agente,É um estrangeiro?,100
0.06336331367492676,Agente,número de contato,0
0.07184433937072754,Agente,contact number,0
0.06607532501220703,Agente,número de fax,0
0.07284355163574219,Agente,phone number,0
0.07137513160705566,Agente,número de telefone,0
0.07575678825378418,Agente,telefone1,0
0.06226515769958496,Agente,telefone2,0
0.08623743057250977,Agente,e-mail,100
0.18123364448547363,Arma,código da arma,100
0.18569517135620117,Arma,descrição completa,100
3.054152727127075,Arma,número do cano,100
0.16344785690307617,Arma,número de série,100
0.16309523582458496,Arma,tipo de arma,100
0.07371640205383301,Arquivo,tem status envio,0
0.0837545394897461,Arquivo,categoria,100
0.08139872550964355,Arquivo,data do arquivo,100
0.07915663719177246,Arquivo,data de desmembramento,100
0.07269835472106934,Arquivo,data de geração do arquivo,0
0.07774639129638672,Arquivo,data de processamento,100
0.07785773277282715,Arquivo,data de recepção,100
0.08133769035339355,Arquivo,hash,100
0.07687950134277344,Arquivo,inscrição,100
0.06797003746032715,Arquivo,nome arquivo,0
0.07438158988952637,Arquivo,protocolo,0
0.07929277420043945,Arquivo,protocolo dbe,100
0.0849769115447998,Arquivo,versão do arquivo,100
13.27835750579834,Ativa,tem razão de situação cadastral,2
0.17049145698547363,Ativa,data situação cadastral,100
0.12726688385009766,Ativa,data da situação cadastral,100
14.570663928985596,Ativa,idêntico / igual / mesmo que / sameAs,100
0.25052356719970703,Atividade Econômica,descrição da atividade econômica,100
0.17911458015441895,Atividade Econômica,mais geral,100
0.09765386581420898,Atividade Econômica,mais específico,0
0.7035882472991943,Atividade Econômica,CNAE,100
0.7672710418701172,Atividade Econômica,Classificação Nacional de Atividades Econômicas,100
0.8786120414733887,Atividade Econômica,CNAE Completo,100
0.4894120693206787,Atividade Econômica,CNAE Formatado,100
0.0716860294342041,Atividade Econômica,idêntico / igual / mesmo que / sameAs,0
0.5955448150634766,Bairro,tem cidade,100
0.09765625,Bairro,bairro,100
0.07032012939453125,Bairro,e parte de,0
0.06627058982849121,Bairro,tem parte,0
0.06495904922485352,Bairro,latitude,0
0.06344723701477051,Bairro,longitude,0
0.06362795829772949,Bairro,idêntico / igual / mesmo que / sameAs,0
0.13272857666015625,Baixa de Ofício,tem razão de situação cadastral,0
0.11606359481811523,Baixa de Ofício,data situação cadastral,100
0.13704538345336914,Baixa de Ofício,data da situação cadastral,100
8.046574354171753,Baixa de Ofício,idêntico / igual / mesmo que / sameAs,0
0.17004919052124023,Baixada,tem razão de situação cadastral,100
0.1288769245147705,Baixada,data situação cadastral,100
0.0783681869506836,Baixada,data da situação cadastral,100
0.07993435859680176,Baixada,idêntico / igual / mesmo que / sameAs,2
0.9913351535797119,CEP do Logradouro,complemento,100
0.5929250717163086,CEP do Logradouro,complemento do endereço,100
1.7519338130950928,CEP do Logradouro,latitude,100
1.3650591373443604,CEP do Logradouro,longitude,100
1.4958598613739014,CEP do Logradouro,latitude,0
0.07142376899719238,CEP do Logradouro,longitude,0
0.07061076164245605,CEP do Logradouro,idêntico / igual / mesmo que / sameAs,0
0.12425017356872559,Cancelada,tem razão de situação cadastral,0
0.08489990234375,Cancelada,data situação cadastral,100
0.07568097114562988,Cancelada,data da situação cadastral,100
0.07013916969299316,Cancelada,idêntico / igual / mesmo que / sameAs,0
0.12253141403198242,Caso da consistência,grau de consistência,17
1.1532070636749268,Cidade | Município,tem estado | tem unidade federativa,100
1.1529779434204102,Cidade | Município,cep,100
1.2538981437683105,Cidade | Município,cidade,100
1.3705084323883057,Cidade | Município,cidade,100
1.1559503078460693,Cidade | Município,código da cidade,100
1.2193818092346191,Cidade | Município,código do município,100
0.7877233028411865,Cidade | Município,código ibge,100
0.07519817352294922,Cidade | Município,e parte de,0
0.0824120044708252,Cidade | Município,latitude,0
0.1181640625,Cidade | Município,longitude,0
0.06678485870361328,Cidade | Município,idêntico / igual / mesmo que / sameAs,0
0.15877318382263184,Classe CNAE,CNAE,100
0.14567780494689941,Classe CNAE,Classificação Nacional de Atividades Econômicas,100
0.11899566650390625,Classe CNAE,descrição da atividade econômica,100
0.08108639717102051,Classe CNAE,idêntico / igual / mesmo que / sameAs,0
0.26358532905578613,Combustível,tem uf de consumo,100
0.69386887550354,Combustível,código de autorização,100
0.239945650100708,Combustível,código do combustível,100
0.24003028869628906,Combustível,código do produto anp,100
8.531882047653198,Combustível,descrição anp,100
8.716623783111572,Combustível,percentual de gás importado,100
9.768436670303345,Combustível,percentual de gás natural,100
9.452682971954346,Combustível,percentual de glp,100
0.2869420051574707,Combustível,quantidade de combustível faturada,100
8.789451837539673,Combustível,valor de partida,100
1.4557535648345947,Compra Pública,tem ente público,100
0.0712442398071289,Compra Pública,tem fornecedor,100
0.06583809852600098,Compra Pública,tem item,0
0.11386513710021973,Compra Pública,contrato,100
0.07076096534729004,Compra Pública,nota de empenho,100
0.09811139106750488,Compra Pública,número de pedido,100
0.07375526428222656,Compra Pública,idêntico / igual / mesmo que / sameAs,0
0.07208085060119629,Consumidor,tem endereço,0
0.1116187572479248,Consumidor,CNPJ,100
0.07505083084106445,Consumidor,cnpj,100
0.06573891639709473,Consumidor,CPF,100
0.12794065475463867,Consumidor,inscrição estadual,100
0.07639813423156738,Contador,classificação crc,0
1.1659984588623047,Contador,CPF,100
0.0738835334777832,Contador,crc data de registro,0
0.11312627792358398,Contador,é contador,100
0.07276582717895508,Contador,código da qualificação,0
0.07791614532470703,Contribuinte,tem fonte cadastro,0
0.07177925109863281,Contribuinte,tem nacionalidade,0
0.06752490997314453,Contribuinte,tem usuário,0
0.0692296028137207,Contribuinte,código tipo de contribuinte,0
0.06382918357849121,Contribuinte,data inclusão do contribuinte,0
0.06671619415283203,Contribuinte,inscrição estadual,0
0.1278376579284668,Contribuinte Geral,tem tipo de regime tributário,100
0.5624744892120361,Contribuinte ICMS,cnpj cpf,100
0.283461332321167,Contribuinte ICMS,inscrição estadual,100
0.44769859313964844,Contribuinte ICMS,fonte,100
0.07383251190185547,Contribuinte ICMS,nome contribuinte ICMS,0
0.074859619140625,Contribuinte IPVA,cnpj cpf,0
0.12243509292602539,Contribuinte IPVA,inscrição estadual,100
1.5393409729003906,Contribuinte IPVA,fonte,100
0.06995463371276855,Contribuinte IPVA,nome de contribuinte IPVA,0
0.13368868827819824,Divisão CNAE,CNAE,100
0.14407134056091309,Divisão CNAE,Classificação Nacional de Atividades Econômicas,100
0.11725473403930664,Divisão CNAE,descrição da atividade econômica,100
0.07246708869934082,Divisão CNAE,idêntico / igual / mesmo que / sameAs,0
0.3462250232696533,Documento,código do documento,7
0.33303117752075195,Documento,orgão emissor do documento,0
0.4029242992401123,Documento,identidade,100
0.37512946128845215,Documento,número do órgão,100
0.07179903984069824,Documento,tipo do documento,0
0.17238903045654297,Documento Suplementar,tem arquivo,100
0.17052721977233887,Documento Suplementar,tem protocolo,100
0.48490262031555176,Documento Suplementar,código suframa,0
0.14825010299682617,Documento Suplementar,data de validade,100
0.17029738426208496,Documento Suplementar,descrição,0
0.06551480293273926,Documento Suplementar,fim da validade,0
0.10795736312866211,Documento Suplementar,modelo,100
0.16762256622314453,Documento Suplementar,número do documento,100
0.1541450023651123,Documento Suplementar,observação,100
0.31135010719299316,Emancipado,motivo emancipado,0
0.07589530944824219,Empresa Holding,qualificação do responsável,0
0.2030632495880127,Empresa Holding,tem matriz,100
0.2178187370300293,Empresa Holding,cnpj raíz,100
1.837064504623413,Empresa Holding,razão social,100
0.16176557540893555,Empresa Holding,idêntico / igual / mesmo que / sameAs,0
0.08094239234924316,Empresa Holding,e-mail,100
0.22006487846374512,Empresa | Organização | Pessoa Jurídica,razão social,100
0.06449246406555176,Empresa | Organização | Pessoa Jurídica,Faz parte do Grupo,0
0.10584139823913574,Empresa | Organização | Pessoa Jurídica,opção por simples,100
1.1768145561218262,Empresa | Organização | Pessoa Jurídica,tem_deposito,0
2.207815170288086,Empresa | Organização | Pessoa Jurídica,tem estabelecimento,100
0.33718323707580566,Empresa | Organização | Pessoa Jurídica,tem filial,100
0.2972254753112793,Empresa | Organização | Pessoa Jurídica,tem matriz,100
1.8561217784881592,Empresa | Organização | Pessoa Jurídica,tem natureza legal,100
0.0640871524810791,Empresa | Organização | Pessoa Jurídica,tem opção pelo SIMPLES,0
0.9113826751708984,Empresa | Organização | Pessoa Jurídica,tem porte empresarial,100
0.07724237442016602,Empresa | Organização | Pessoa Jurídica,tem regime de pagamento,0
0.06810617446899414,Empresa | Organização | Pessoa Jurídica,tem regime tributário,0
0.09944581985473633,Empresa | Organização | Pessoa Jurídica,tem situação especial,86
0.9925699234008789,Empresa | Organização | Pessoa Jurídica,tem sociedade,100
