tempo,classe,triplas
0.17269349098205566,Acórdão,1
0.14774703979492188,Agente,1
4.42115044593811,Arma,1
0.5220601558685303,Arquivo,1
0.15646100044250488,Ativa,1
0.16722965240478516,Atividade Econômica,1
0.16168522834777832,Bairro,1
0.1428079605102539,Baixa de Ofício,1
0.13605618476867676,Baixada,1
1.651798963546753,CEP do Logradouro,1
0.2626004219055176,Cancelada,1
0.14703845977783203,Cidade | Município,1
0.0800786018371582,Classe CNAE,1
48.203070402145386,Combustível,1
0.421405553817749,Compra Pública,1
0.22151803970336914,Conceito,1
2.3321433067321777,Consumidor,1
61.734719038009644,Contador,2
0.3323094844818115,Contribuinte,1
0.1323223114013672,Contribuinte  Contribuinte SIMEI,1
0.27092719078063965,Contribuinte  Isento,1
0.1688244342803955,Contribuinte Extra Cadastro,1
0.1547534465789795,Contribuinte Geral,1
0.16013669967651367,Contribuinte ICMS,1
1.0737583637237549,Contribuinte IPVA,1
151.57418990135193,Contribuinte Normal,1
0.9124155044555664,Contribuinte Substituto Tributário,1
2.760916233062744,Contribuinte do Simples Nacional,1
0.2260274887084961,Divisão CNAE,1
0.41655826568603516,Documento,1
0.2587316036224365,Documento Suplementar,1
0.3451695442199707,Emancipado,1
0.3968532085418701,Empresa Holding,2
0.1616964340209961,Empresa | Organização | Pessoa Jurídica,1
0.25344181060791016,Empresa | Organização | Pessoa Jurídica REDESIM,1
0.1413431167602539,Empresa | Organização | Pessoa Jurídica RFB,1
0.21491026878356934,Empresa | Organização | Pessoa Jurídica SEFAZ,1
0.1715834140777588,Endereço,1
0.12978148460388184,Endereço C115,1
0.1752023696899414,Endereço C115 Comunicação,1
0.1653754711151123,Endereço C115 Energia,1
0.08532023429870605,Endereço C115 Telecomunicação,1
0.29002857208251953,Endereço Cadastro da SEFAZ,1
0.25169825553894043,Endereço NFE,1
0.46864891052246094,Endereço REDESIM,1
0.178328275680542,Endereço RFB,1
0.1893022060394287,Ente Público,1
0.29441046714782715,Entidade Integrada,1
63.82703971862793,Estabelecimento,1
0.3664886951446533,Estabelecimento REDESIM,1
68.18274641036987,Estabelecimento SEFAZ,1
0.4065580368041992,Evento Desabilitado,1
0.15000581741333008,Excluso / Removido do SIMPLES,1
0.15563559532165527,Fornecedor,1
