tempo,classe,triplas
0.10638999938964844,Acórdão,1
0.0404353141784668,Agente,1
8.609062194824219,Arma,1
0.2901434898376465,Arquivo,1
0.027227401733398438,Ativa,1
0.08643531799316406,Atividade Econômica,1
0.03811502456665039,Bairro,1
0.02400994300842285,Baixa de Ofício,1
0.024561643600463867,Baixada,1
0.24849200248718262,CEP do Logradouro,1
0.1441500186920166,Cancelada,1
0.05247187614440918,Caso da consistência,1
0.02792668342590332,Caso da similaridade,1
0.0346987247467041,Cidade | Município,1
0.024150609970092773,Classe CNAE,1
0.22494959831237793,Combustível,1
0.11047196388244629,Compra Pública,1
0.05268740653991699,Conceito,2
0.18954849243164062,Consumidor,1
0.9395473003387451,Contador,2
0.10480523109436035,Contribuinte,1
0.06696557998657227,Contribuinte  Contribuinte SIMEI,1
0.19389033317565918,Contribuinte  Isento,1
0.03835725784301758,Contribuinte Extra Cadastro,1
0.05135083198547363,Contribuinte Geral,1
0.04310965538024902,Contribuinte ICMS,1
0.8932223320007324,Contribuinte IPVA,1
0.5083715915679932,Contribuinte Normal,1
1.1951613426208496,Contribuinte Substituto Tributário,1
0.95536208152771,Contribuinte do Simples Nacional,1
0.05372881889343262,Divisão CNAE,1
0.20651531219482422,Documento,1
0.047258853912353516,Documento Suplementar,1
0.2006378173828125,Emancipado,1
0.2611572742462158,Empresa Holding,2
0.029619693756103516,Empresa | Organização | Pessoa Jurídica,1
0.06499052047729492,Empresa | Organização | Pessoa Jurídica REDESIM,1
0.028551578521728516,Empresa | Organização | Pessoa Jurídica RFB,1
0.1646585464477539,Empresa | Organização | Pessoa Jurídica SEFAZ,1
0.04737687110900879,Endereço,1
0.02461409568786621,Endereço C115,1
0.3666517734527588,Endereço Cadastro da SEFAZ,2
0.10667014122009277,Endereço NFE,1
0.22190284729003906,Endereço REDESIM,2
0.033295392990112305,Endereço RFB,1
0.04187965393066406,Ente Público,1
0.11102867126464844,Entidade Integrada,1
0.14667105674743652,Estabelecimento,1
0.1632688045501709,Estabelecimento REDESIM,1
0.04308962821960449,Estabelecimento RFB,1
0.050798654556274414,Estabelecimento SEFAZ,1
0.16054177284240723,Evento Desabilitado,1
0.03510141372680664,Excluso / Removido do SIMPLES,1
0.0365910530090332,Fornecedor,1
0.0310060977935791,Fornecedor Inabilitado,1
0.0282137393951416,Fornecedor Inidôneo,1
0.027121543884277344,Fornecedor Pessoa Física,1
0.02804875373840332,Fornecedor Pessoa Jurídica,1
0.03055119514465332,Fornecedor Restrito,1
0.13112211227416992,Grupo,2
0.05505013465881348,Grupo CNAE,1
0.032358407974243164,Imposto,1
0.08530426025390625,Inadimplente,1
0.04042553901672363,Inadimplência,1
0.026996612548828125,Inapta,1
0.7576229572296143,Infração,1
18.705594778060913,Item,1
0.162445068359375,Localização | Local,2
0.03827619552612305,Logradouro,1
0.490386962890625,Medicamento,1
0.21978497505187988,Nacionalidade,1
0.0506744384765625,Natureza Legal | Natureza Jurídica,1
0.029470443725585938,Nula,1
1.8889927864074707,Não Contribuinte,1
0.008214950561523438,Não optante pelo SIMPLES,1
0.03220653533935547,Obrigação,1
0.28826475143432617,Obrigação Legal,1
0.037240028381347656,Optante pelo SIMPLES,1
0.03724384307861328,Opção pelo regime SIMPLES,1
0.025708675384521484,Papel,1
0.030842065811157227,País,1
0.06873202323913574,Periodicidade,1
0.03310418128967285,Pessoa Física,1
109.20541453361511,Pessoa Física Cadastro SEFAZ,1
0.9408681392669678,Pessoa Física REDESIM,2
0.04050636291503906,Pessoa Física RFB,1
0.18033075332641602,Porte da Empresa | Porte Empresarial | Porte,1
0.02869701385498047,Processo,1
0.48490381240844727,Produto,1
0.05972719192504883,Protocolo,1
0.02563333511352539,Provedor,1
0.04413866996765137,Qualificação do Sócio ou Representante,1
0.027141332626342773,Razão | Motivo de Situação Cadastral,1
0.02466607093811035,Realização de Atividade Econômica,1
0.029385089874267578,Registro Desabilitado,1
0.35683178901672363,Representante Legal,2
0.35161304473876953,Representante Legal Físico,2
0.2056260108947754,Representante Legal Jurídico,2
0.033507585525512695,Sancionado,1
0.4193594455718994,Sanção,1
0.08204150199890137,Seção CNAE,1
0.14830374717712402,Situação Cadastral,1
0.010439395904541016,Situação Cadastral Cadastro da SEFAZ,1
0.04398941993713379,Situação Cadastral REDESIM,1
0.0241546630859375,Situação Cadastral RFB,1
0.1420886516571045,Situação Fiscal,1
0.026859521865844727,Situação especial,2
0.38396120071411133,Sociedade,1
0.2100355625152588,Sociedade Cadastro SEFAZ,1
0.11297059059143066,Sociedade REDESIM,1
0.026320219039916992,Sociedade RFB,1
0.11725258827209473,Sociedade com Pessoa Física,1
0.0706181526184082,Sociedade com Pessoa Jurídica,1
0.15956473350524902,Solicitação,1
